"CustomerID","Age","Gender","Income","CampaignChannel","CampaignType","AdSpend","ClickThroughRate","ConversionRate","WebsiteVisits","PagesPerVisit","TimeOnSite","SocialShares","EmailOpens","EmailClicks","PreviousPurchases","LoyaltyPoints","Conversion"
8025,50,"Female",144213,"PPC","Conversion",9229.34531915711,0.292929833557601,0.0707947716777232,22,1.85265178445058,7.90172193346699,70,17,3,3,2227,1
8026,29,"Male",78618,"Email","Consideration",636.588007536129,0.133510090599314,0.104826091393869,8,7.0026485831726,8.18683094781056,5,5,5,1,129,0
8027,39,"Male",98311,"Social Media","Retention",6920.23887521827,0.0106438933829567,0.105648378968014,39,2.52165310818842,9.33274626153203,98,17,6,1,2688,1
8028,61,"Female",27549,"Referral","Retention",6250.27493881275,0.154715171810398,0.0797672415830723,25,3.9527420104794,10.67294510282,92,17,1,3,68,1
8029,42,"Female",138168,"Referral","Conversion",4466.31107033962,0.189597105486761,0.104037131497872,42,7.44537703461944,0.563191096181453,54,18,6,2,3079,1
8030,66,"Male",72494,"PPC","Awareness",2479.17745739679,0.23506559175993,0.0911948769810489,21,4.96058261782444,0.948258327157514,76,19,9,4,1011,1
8031,44,"Male",107973,"Referral","Consideration",4363.88977476814,0.283453214284855,0.166306396927052,12,9.29045667982302,9.36749524128351,38,12,6,0,911,1
8032,59,"Female",43958,"Referral","Awareness",8740.44998297886,0.275399482394184,0.0156266538233246,24,3.1708198213285,3.14105963277455,24,10,5,6,4683,1
8033,45,"Female",109779,"Social Media","Awareness",8383.98449152405,0.282639387815912,0.174925725331379,6,2.38403088181025,12.5617541544883,97,14,2,3,467,1
8034,33,"Male",127713,"Social Media","Awareness",9419.67437477259,0.0193162929952471,0.0563438985789388,26,4.03454773512317,9.59891890969937,82,5,7,5,653,1
8035,32,"Female",127960,"PPC","Consideration",3147.15274558996,0.216414498810836,0.147138620856888,14,8.66730901243882,14.7158105659699,3,10,0,1,2429,1
8036,64,"Male",114520,"Email","Conversion",3932.33116785184,0.0754988092136491,0.0869575271046961,11,8.62682099805834,11.0560622106885,87,3,7,3,1066,1
8037,68,"Male",122478,"PPC","Consideration",285.388911332647,0.0643902792896397,0.0659232632559094,44,4.32375021968671,1.81535897967326,32,14,6,4,257,1
8038,61,"Female",149203,"SEO","Consideration",9435.20494772808,0.242092384893783,0.126916000869978,32,8.28858086225458,2.97915116686356,65,15,1,5,4709,1
8039,69,"Male",141835,"Referral","Conversion",3360.96190899096,0.130967609860135,0.15608803958399,20,1.70009427475505,1.17495901023784,1,13,0,0,2885,1
8040,20,"Female",57538,"Email","Conversion",4101.22183317663,0.275814021976877,0.0954879260896847,24,1.068414398227,11.2470500514436,13,4,7,3,1476,1
8041,54,"Female",25833,"Social Media","Conversion",9087.26565332921,0.0223061763307549,0.0986452301824414,39,8.7832427582134,2.33893763214831,49,14,3,1,3243,1
8042,68,"Female",142893,"SEO","Retention",5313.32445865145,0.242632440551277,0.0211827321058591,46,8.86664517581345,10.1246286559236,10,9,9,9,3513,1
8043,24,"Male",43386,"SEO","Retention",5705.12796337923,0.0496819792719527,0.18555923631929,21,2.29058995004323,8.55326729185066,33,5,9,0,913,0
8044,38,"Male",136981,"Referral","Conversion",1844.70509769408,0.0612073884538455,0.170910372324789,13,3.67942901094267,9.68281578896813,37,15,8,8,2136,1
8045,26,"Male",120349,"Social Media","Awareness",5036.73420610468,0.148431997502105,0.0856186296330628,7,8.65536618521104,7.87571352234719,91,15,3,0,284,1
8046,56,"Female",119341,"Email","Retention",9190.26514899686,0.124721082853112,0.155340616500506,23,1.75390254497437,0.688916308052499,38,18,7,1,4275,1
8047,35,"Female",91778,"Social Media","Consideration",5631.30907226847,0.150989968777315,0.0695230433846072,2,8.7678350769423,4.17166209810258,21,2,7,8,3388,1
8048,21,"Female",114240,"Referral","Consideration",2625.6520099336,0.282607691389006,0.148780140672427,11,6.17214315151897,13.3322366325679,41,19,0,7,883,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8049,42,"Female",127955,"SEO","Retention",408.690554934152,0.200642791313436,0.108171426147171,46,6.91549479147362,13.9743942383214,96,17,4,9,3404,1
8050,31,"Female",44832,"Referral","Consideration",3429.38755719527,0.0941897207341802,0.0975456772217528,21,6.35337051034278,1.90954193100605,94,18,3,9,4788,1
8051,67,"Female",97857,"PPC","Conversion",5768.65004923813,0.060143526572175,0.0207393694790418,15,6.242790971739,14.3131161274706,56,1,3,9,4720,1
8052,26,"Male",58930,"SEO","Consideration",521.871554871218,0.131813419787971,0.193430165143684,6,2.66554978923745,10.2226277507159,77,8,8,3,2124,1
8053,43,"Male",52407,"Referral","Retention",6136.94651518245,0.140975897907644,0.1691077042769,17,3.12452259549374,13.8770848182075,37,0,2,1,3219,1
8054,19,"Female",24073,"Email","Awareness",5281.79688846932,0.18437537887086,0.160743732917425,44,6.22048293193655,6.31687710217818,8,3,7,7,4930,1
8055,37,"Male",37667,"Email","Consideration",7856.01114474905,0.0871407840265327,0.0679340775542076,22,4.6126487274568,1.97530311715448,87,3,8,2,1977,1
8056,45,"Male",36035,"Email","Consideration",385.992905492422,0.232577681658077,0.0650221350405094,25,5.87160225450238,4.88557232704151,28,5,7,9,3851,1
8057,64,"Female",26732,"PPC","Awareness",7830.3887137055,0.0385534711890207,0.118906688352983,37,3.28029404835394,10.500381999363,68,5,3,0,336,1
8058,24,"Female",75097,"Social Media","Retention",5256.68275300526,0.17253147544419,0.170782407282968,1,5.17440387486128,12.0307117340343,41,18,1,1,465,1
8059,61,"Male",23487,"Email","Awareness",3768.24039451914,0.190824179440792,0.187579397172044,1,2.29064200094477,1.22677310229737,59,7,9,3,3434,1
8060,25,"Female",120488,"PPC","Consideration",9657.29146595236,0.0699811585088921,0.0610965149414831,21,1.34555841622985,7.56079921627988,38,7,6,0,1035,1
8061,64,"Female",77702,"Email","Retention",1685.18351763692,0.24954329164489,0.125408812060689,37,9.5600473730827,1.43331718180458,90,19,2,5,2604,1
8062,52,"Female",146671,"PPC","Conversion",5459.11867900195,0.188475316310226,0.147541531979758,41,7.50749631087326,13.0223929112976,71,12,5,3,716,1
8063,31,"Male",114961,"Email","Retention",3277.71658856554,0.197259442247912,0.0530145075848125,27,5.48257470385215,7.4069129592531,92,8,2,5,3979,1
8064,34,"Male",132194,"Social Media","Retention",5322.11515007382,0.154345616671397,0.0874190397422606,16,5.95910604505591,13.7649164806698,59,18,3,4,824,1
8065,53,"Female",105107,"Referral","Conversion",5567.52698054608,0.273782322981138,0.0456201120055917,47,5.60056389088718,1.63939278700191,52,6,1,3,125,1
8066,67,"Female",49075,"Email","Retention",985.537659405973,0.211238998631411,0.142791964775984,17,9.08928525127232,5.29181477925612,75,19,4,6,643,1
8067,57,"Female",127721,"Referral","Consideration",6645.23795449166,0.120732313819771,0.174119175943588,1,7.96274709463363,10.3098072801418,7,7,9,6,4051,1
8068,21,"Female",91031,"Email","Consideration",6381.36680959822,0.079195707457385,0.176731527364814,34,3.92628436981106,4.75699817478993,20,10,6,3,4280,1
8069,19,"Male",104217,"Social Media","Consideration",7717.72601888119,0.0306078856988113,0.137316885393614,14,2.96368128042025,12.7025988352342,55,2,1,3,3849,1
8070,23,"Male",34781,"Referral","Consideration",997.519087225793,0.0579546427823043,0.075958948433129,14,1.59876360625683,14.8090886249039,47,16,4,3,1328,1
8071,59,"Female",59865,"PPC","Conversion",3042.85961434651,0.297878056104261,0.135597671602308,43,2.33010210636353,4.57768418999815,46,4,5,7,558,1
8072,21,"Male",28469,"Email","Consideration",6536.0949373082,0.127962399837576,0.174210678162456,44,5.41055020862848,5.73562903588456,8,5,5,4,2761,1
8073,46,"Male",65167,"Email","Retention",1453.63517656452,0.270619295910448,0.128912608447799,33,2.82313265438108,14.5265103249643,77,14,1,4,2918,1
8074,35,"Female",144866,"PPC","Awareness",6808.22228680558,0.0594651134967267,0.0884494686562144,49,3.81154526183096,5.69188604567189,0,8,1,8,3483,1
8075,43,"Male",101738,"Social Media","Conversion",684.364437122188,0.133354652688846,0.18476252263661,14,2.19996201460352,8.56180444319324,54,18,1,9,11,1
8076,61,"Male",39928,"SEO","Conversion",3415.82237430031,0.2885503554397,0.168691152721191,17,9.30532735252986,11.6540041603986,30,5,2,5,2751,1
8077,51,"Female",96521,"Email","Awareness",8482.44011109194,0.036428352911597,0.177662695647084,12,1.30352534665038,6.85599893830345,79,7,1,3,1964,1
8078,27,"Male",59599,"PPC","Consideration",7765.48377477349,0.182255442305626,0.181606483997656,37,4.16629647861445,5.90281526232569,90,11,8,6,4031,1
8079,53,"Male",36775,"SEO","Consideration",6483.13108074817,0.276559851201928,0.0848243384554595,7,3.32339204655476,7.68603101797945,10,15,9,7,65,1
8080,31,"Female",86504,"Email","Retention",8717.5383245885,0.285408178156733,0.173331411426394,15,1.07472420000114,11.8030383040537,65,19,4,6,1998,1
8081,48,"Female",95918,"Referral","Consideration",7121.76848730478,0.255342168362415,0.118366437536873,19,9.35738226802263,5.02635301963554,59,2,8,5,590,1
8082,65,"Male",90687,"PPC","Consideration",5241.81354158695,0.258220985384443,0.0172502049752676,25,3.82246717441739,5.58670870821836,30,15,7,1,220,1
8083,32,"Female",46804,"Referral","Retention",9799.20325381929,0.199133056694065,0.130808907738822,34,5.52047576390969,3.24251990515952,49,14,4,4,4394,1
8084,25,"Male",129122,"Social Media","Consideration",6979.07518991426,0.0739227013475478,0.0994175956159541,16,6.2434584768588,10.6734537512003,59,10,6,5,928,1
8085,31,"Female",52259,"SEO","Awareness",6053.53505044873,0.221896777900627,0.0622793852455865,25,6.49431781441581,13.5420318009367,87,5,1,1,1884,1
8086,40,"Female",145725,"PPC","Consideration",4147.81855344029,0.29373149469303,0.194372796608938,17,5.14234655283277,3.1932288530494,61,1,9,8,1530,1
8087,57,"Female",106284,"Email","Awareness",9033.8837359326,0.162520719255115,0.0204634630756651,43,6.34446454438657,1.00154828742502,38,6,9,9,932,1
8088,38,"Female",105227,"Email","Awareness",3027.52004648943,0.0856022341323013,0.189716704234343,6,7.76584903761111,6.02842454487523,2,15,6,3,3472,1
8089,33,"Male",117556,"SEO","Awareness",191.273982687937,0.176306609651849,0.0402607415205812,43,9.56880125548376,6.44724409219585,57,0,4,4,3242,1
8090,62,"Male",63560,"Referral","Consideration",2047.73117208036,0.210277003309779,0.0816277540671011,34,6.91333543299124,9.86502113832734,67,12,5,4,3897,1
8091,35,"Female",47256,"Referral","Consideration",1184.22317022936,0.0704012897330798,0.0892746833296764,11,5.16006570585902,1.74106948532859,29,3,8,6,1288,1
8092,64,"Male",26125,"PPC","Conversion",3258.03836431341,0.218564910806733,0.148893898545555,46,5.00144055304416,12.4117268826464,66,0,7,8,2324,1
8093,41,"Male",24370,"PPC","Retention",8276.1989068387,0.180355529076474,0.0509657496599739,48,7.38871627572572,8.82280870348176,67,4,1,8,2368,1
8094,43,"Female",24838,"Referral","Retention",6550.14388511357,0.187581473652935,0.197359350213232,43,6.64331691984434,8.41657832200381,57,15,9,5,3006,1
8095,42,"Female",134479,"PPC","Conversion",1772.90783341375,0.0987364996245519,0.152312252025164,40,4.78347931180887,5.08726398886736,76,18,5,8,72,1
8096,62,"Female",77429,"Referral","Awareness",7909.33503881415,0.0550273749322483,0.16009100128594,0,4.02298131231776,5.79637894043958,52,11,0,3,3482,1
8097,58,"Male",23134,"SEO","Retention",5091.77667438409,0.190800469638641,0.03022146681583,24,9.93833779028053,1.30369513274658,13,8,7,4,205,1
8098,46,"Female",130995,"PPC","Conversion",5175.87477877114,0.180007566854246,0.100499281806796,15,7.90117288879808,11.4294442746617,9,5,0,4,2595,1
8099,32,"Male",63199,"Referral","Awareness",3684.91059171065,0.108023534437003,0.189665776590875,14,2.86098128333112,9.26868016967039,77,8,1,4,3514,1
8100,62,"Male",97092,"PPC","Conversion",8659.70201173803,0.0958091635883073,0.0613125535948432,10,3.62954504716726,14.6582133592634,80,1,3,0,2398,1
8101,18,"Female",NA,"Email","Consideration",3251.44030817235,0.110700893882062,0.0376228944406633,36,9.04319802831219,5.62664570277684,21,0,9,6,4525,1
8102,42,"Male",53822,"Email","Consideration",1031.98363062992,0.152066168164658,0.102224947355196,38,6.94746269883618,10.1605338755666,62,9,1,5,1506,1
8103,24,"Male",113513,"Social Media","Awareness",3097.01704032226,0.292697723182237,0.18677468323373,2,3.79677553510399,13.8334068085562,60,2,4,2,1821,1
8104,26,"Female",40113,"Referral","Awareness",7182.00010805207,0.2314337403876,0.102490218641819,44,4.2778927306305,10.8193728917456,45,17,6,7,272,1
8105,41,"Male",83594,"Social Media","Consideration",6610.06067935296,0.257004524357992,0.0869185175547352,44,4.41016898177654,1.08450260808411,36,11,6,5,360,1
8106,18,"Male",116102,"Referral","Retention",1961.36982018042,0.156638374982024,0.133551762975618,41,2.67665676979436,9.66743363691099,20,14,9,8,4403,1
8107,61,"Male",NA,"PPC","Retention",1206.66456113893,0.162575847415845,0.188007959781605,38,5.6005185559292,8.40816970712483,88,13,4,6,3502,1
8108,25,"Female",69427,"Referral","Consideration",6642.57100817729,0.069254151816738,0.0193209153487726,19,7.8901357938973,7.74004340530367,2,9,2,7,2395,1
8109,41,"Female",101617,"Email","Retention",6796.13067298363,0.219103292527313,0.0391451536405713,22,6.07653953655247,8.51913753056463,18,5,4,8,2647,1
8110,28,"Female",32938,"PPC","Consideration",3724.88140838465,0.132259361679284,0.0352233189084095,14,6.90347754687594,7.17820448915923,31,19,3,5,3426,1
8111,68,"Female",25717,"Email","Conversion",8443.73369693789,0.225309589057136,0.0262132666368415,17,6.35847749245562,10.531567373334,78,19,5,7,603,1
8112,34,"Female",97818,"PPC","Conversion",9784.23151761918,0.128626060580661,0.0674001553231952,38,1.53005886461528,0.716237090614334,23,11,0,1,3469,1
8113,25,"Female",67659,"Referral","Conversion",2135.88771214901,0.0414699842920334,0.0535687162928589,34,2.692540546444,3.2341158317996,72,8,0,0,4643,0
8114,52,"Male",127601,"Referral","Retention",5812.98028548968,0.0601855694579062,0.114251340579774,28,4.15313593156724,5.79809161712045,73,3,7,8,162,1
8115,52,"Male",84575,"Email","Conversion",152.928657138998,0.245355322641658,0.0721849901278836,19,9.00311502650603,7.06367541903137,47,3,5,9,1669,1
8116,50,"Female",99737,"SEO","Awareness",7159.23852066024,0.0849987819720904,0.0869894936769965,41,4.13823100834905,2.39205204603314,95,1,8,5,1981,1
8117,22,"Male",36289,"Referral","Awareness",4201.39292427685,0.0866627825444501,0.188954291194964,14,3.94405274509976,12.3921166745806,57,6,9,9,4669,1
8118,59,"Female",44406,"SEO","Conversion",2013.36534634133,0.279516746100676,0.0395745718411872,31,1.72527981358949,13.976174885707,39,10,0,9,2597,1
8119,56,"Female",142688,"PPC","Awareness",7546.99702546732,0.200714330631386,0.0838068920910124,11,9.74871349998975,11.3926245957362,6,15,6,2,4820,1
8120,58,"Female",116822,"SEO","Conversion",8125.4230958052,0.0431491906264633,0.0588455496985685,47,8.00694702897244,13.9678617007665,45,9,0,2,3803,1
8121,45,"Female",32873,"Email","Conversion",1200.54836164178,0.0516397283382609,0.114341536647973,11,7.89334503647946,11.2767099024831,90,14,6,7,3336,1
8122,24,"Female",145812,"Social Media","Consideration",505.858042196537,0.088986555488881,0.149903883043862,24,4.4533496310242,6.89531227266403,14,1,6,2,4108,1
8123,26,"Male",102048,"Social Media","Conversion",3407.37657252426,0.182258749469724,0.165227695949394,33,1.70532508533071,6.20042811374599,84,11,7,9,3310,1
8124,25,"Female",114463,"Email","Awareness",6297.30561103425,0.228319386272645,0.107906371958299,7,3.37168241580632,2.91279103749704,73,14,4,5,4974,1
8125,29,"Female",43461,"Social Media","Retention",7954.85331916747,0.0896039686014271,0.172434152390119,23,8.67609680094909,1.75348209492443,86,10,7,5,3606,1
8126,51,"Female",40710,"Email","Conversion",5506.01871664153,0.26248619085034,0.15916434649669,44,2.62268119430892,3.68446508965331,4,9,9,4,4652,1
8127,50,"Male",105488,"Referral","Consideration",5849.41288543911,0.0416622518764031,0.0398307716724103,0,9.04824630356343,8.21596811739633,58,2,4,6,2863,1
8128,65,"Male",33448,"SEO","Awareness",8018.59639535362,0.0702037587325221,0.0566314642137991,24,5.82179063836108,2.45673369113877,69,7,8,3,596,1
